ID,Income,Term,Balance,Debt,Score,Default
380,21700,Short Term,1030,0,608.0,False
713,20200,Short Term,1230,0,309.0,False
978,24800,Short Term,760,0,554.0,False
944,22300,Short Term,700,1388,198.0,False
349,18500,Short Term,990,65,381.0,False
240,25200,Short Term,1300,804,583.0,False
287,19200,Long Term,1410,0,134.0,False
54,18400,Short Term,1210,0,403.0,False
711,24600,Short Term,1200,0,385.0,True
3,20500,Short Term,1210,1471,193.0,True
64,22900,Long Term,910,284,256.0,False
630,22500,Short Term,830,1027,145.0,False
926,23000,Long Term,1010,930,325.0,False
335,16900,Short Term,1310,162,166.0,False
889,15800,Short Term,1440,228,198.0,False
375,19300,Short Term,970,455,357.0,False
980,17900,Short Term,950,0,86.0,False
438,15900,Short Term,1010,0,344.0,False
297,17700,Short Term,1940,0,309.0,False
350,15100,Long Term,1340,0,215.0,False
597,20500,Short Term,1120,0,427.0,False
804,17900,Short Term,1000,0,130.0,False
480,21600,Long Term,730,1119,184.0,False
170,21700,Short Term,1000,270,330.0,False
800,19000,Long Term,140,1185,125.0,False
500,23100,Short Term,1200,0,333.0,False
91,23200,Short Term,1310,2003,264.0,True
550,19200,Short Term,640,322,130.0,False
707,19800,Short Term,1140,0,193.0,False
251,20700,Short Term,950,1089,310.0,False
419,21600,Short Term,770,330,290.0,False
600,19900,Long Term,740,0,403.0,False
162,19600,Long Term,1300,0,338.0,False
885,17500,Short Term,1040,1695,89.0,True
61,17900,Short Term,1050,260,163.0,False
723,20200,Short Term,1210,318,317.0,False
299,22200,Short Term,1130,990,141.0,False
843,18300,Short Term,1240,0,260.0,True
699,17600,Short Term,1260,1910,44.0,True
286,20600,Short Term,690,0,174.0,False
246,18500,Short Term,1030,0,300.0,False
917,24600,Short Term,1020,0,552.0,False
427,21500,Short Term,590,1811,156.0,True
414,20700,Short Term,1070,2713,12.0,True
431,20400,Long Term,710,1022,246.0,False
484,21300,Long Term,860,1347,120.0,False
839,20700,Short Term,980,0,,False
727,14600,Short Term,860,536,204.0,False
132,23800,Short Term,610,0,222.0,False
947,19300,Long Term,1060,225,317.0,False
936,15200,Short Term,1020,0,288.0,False
256,19100,Short Term,1490,0,174.0,False
569,17500,Short Term,1170,971,131.0,False
668,18600,Short Term,890,0,291.0,True
851,18800,Long Term,1020,0,432.0,False
229,21600,Short Term,780,922,295.0,False
761,21700,Short Term,1080,297,473.0,False
313,20800,Short Term,1310,0,381.0,False
650,23300,Long Term,1190,628,375.0,False
27,15100,Short Term,980,0,279.0,False
374,17300,Short Term,540,2130,4.0,True
294,17900,Short Term,830,2272,5.0,True
65,25500,Long Term,690,374,415.0,False
996,19900,Long Term,1070,185,219.0,False
13,19000,Long Term,1480,560,141.0,False
45,16100,Long Term,940,0,353.0,False
691,24000,Short Term,1040,0,508.0,False
344,20300,Short Term,540,0,389.0,False
99,18200,Short Term,1370,0,390.0,False
822,15900,Long Term,1240,400,223.0,False
775,20100,Long Term,650,0,216.0,False
510,19500,Short Term,1440,0,452.0,False
765,19200,Long Term,480,0,298.0,False
888,20300,Short Term,1170,306,404.0,False
615,21400,Short Term,800,0,252.0,False
463,18900,Short Term,1100,565,120.0,False
842,20400,Short Term,1080,0,370.0,False
46,20900,Short Term,1210,1582,270.0,True
116,18500,Short Term,890,0,143.0,False
141,19000,Short Term,830,684,198.0,False
758,25200,Short Term,690,0,481.0,False
626,16300,Short Term,1090,0,323.0,False
369,19400,Short Term,790,822,193.0,False
172,20800,Short Term,1070,730,255.0,False
447,16200,Short Term,830,0,240.0,False
725,16900,Short Term,1030,1045,218.0,False
881,17200,Short Term,570,0,114.0,False
193,18000,Short Term,900,135,259.0,False
681,17000,Long Term,980,906,108.0,False
455,19600,Short Term,1110,2408,51.0,True
998,24100,Long Term,740,629,290.0,False
672,21600,Short Term,1350,1422,196.0,False
679,19500,Short Term,1000,0,448.0,False
963,19300,Long Term,600,96,388.0,False
217,18000,Short Term,990,502,252.0,False
152,22000,Short Term,1430,0,301.0,False
766,22400,Short Term,890,1044,242.0,False
647,22600,Short Term,1030,0,498.0,False
801,15700,Short Term,1180,1347,85.0,True
356,22700,Short Term,840,384,293.0,False
11,18100,Short Term,620,1236,118.0,False
232,22800,Long Term,870,0,306.0,False
377,20300,Long Term,1090,701,321.0,False
15,20200,Short Term,650,1378,220.0,False
311,20200,Short Term,990,0,349.0,False
477,21500,Short Term,1300,1858,,True
661,17700,Long Term,930,920,142.0,False
937,19700,Short Term,1080,21,445.0,False
865,21400,Long Term,660,716,24.0,False
933,18400,Short Term,1160,0,377.0,False
279,19000,Short Term,640,153,125.0,False
667,19100,Short Term,840,728,235.0,False
581,21100,Short Term,870,513,259.0,False
212,17900,Short Term,580,0,151.0,False
184,21500,Long Term,720,0,212.0,False
579,18900,Short Term,920,0,171.0,True
140,21900,Short Term,1050,1322,223.0,False
200,21600,Short Term,820,98,281.0,False
506,23000,Short Term,830,244,242.0,False
786,19900,Long Term,1560,0,273.0,True
175,20600,Short Term,1160,0,458.0,False
884,21800,Short Term,1010,0,537.0,False
315,20600,Short Term,930,0,482.0,True
489,20600,Short Term,1250,0,374.0,False
274,16000,Short Term,820,932,119.0,False
244,17900,Short Term,1190,203,387.0,False
444,21500,Short Term,810,1752,138.0,True
308,21400,Long Term,750,644,448.0,False
53,17300,Short Term,930,0,228.0,False
999,18600,Short Term,1240,508,271.0,False
823,17300,Short Term,950,366,277.0,False
514,18800,Short Term,700,0,288.0,False
259,17400,Long Term,840,0,298.0,False
830,16500,Long Term,610,751,192.0,False
443,15100,Long Term,1010,1085,149.0,True
675,19500,Short Term,830,36,361.0,False
909,23800,Long Term,1130,0,581.0,False
945,16300,Short Term,1090,1147,120.0,False
32,24700,Short Term,1470,0,299.0,False
153,22900,Short Term,1080,0,539.0,False
797,17700,Short Term,1140,229,154.0,False
16,17200,Short Term,1100,0,149.0,False
832,21800,Short Term,1110,0,437.0,False
848,22400,Short Term,730,0,439.0,False
809,20600,Short Term,470,0,146.0,False
957,18100,Short Term,1020,782,230.0,False
329,22300,Short Term,1220,155,361.0,False
425,18700,Short Term,1000,553,242.0,False
687,19600,Short Term,1130,1447,192.0,True
810,20700,Short Term,1130,0,287.0,False
814,20800,Long Term,660,0,367.0,False
588,20800,Short Term,930,617,376.0,False
880,22000,Short Term,1170,0,398.0,False
613,19800,Short Term,1080,15,297.0,False
821,19300,Short Term,910,0,219.0,False
639,19500,Short Term,1200,0,343.0,False
519,17300,Long Term,1470,0,310.0,False
787,20700,Long Term,1440,1144,214.0,False
457,22900,Long Term,980,0,468.0,False
43,20500,Long Term,1300,0,250.0,False
243,19800,Short Term,1420,1254,217.0,False
693,24800,Long Term,1170,547,0.0,True
107,20600,Short Term,750,0,255.0,False
192,20000,Long Term,860,776,332.0,False
706,21700,Short Term,1110,109,333.0,False
920,19400,Short Term,770,0,313.0,False
197,18000,Short Term,1130,0,320.0,False
833,19500,Short Term,1360,367,233.0,False
146,17000,Long Term,670,308,161.0,False
348,18700,Short Term,990,159,182.0,False
389,21300,Short Term,630,988,290.0,False
806,21000,Short Term,990,0,488.0,False
620,21000,Short Term,920,2048,132.0,True
528,24700,Short Term,840,0,281.0,False
752,19900,Short Term,1080,0,255.0,False
55,22200,Long Term,1080,0,466.0,False
367,21500,Short Term,1240,0,338.0,False
617,17000,Short Term,970,759,228.0,False
940,19200,Short Term,1010,1276,160.0,False
501,20000,Short Term,1270,0,309.0,False
721,22900,Short Term,810,839,222.0,False
751,20500,Short Term,1380,1361,86.0,False
989,18500,Long Term,1040,0,246.0,False
656,18100,Long Term,1180,0,407.0,True
410,21400,Short Term,1120,0,380.0,False
927,20100,Short Term,1220,832,223.0,False
168,20400,Short Term,1000,0,279.0,False
48,24300,Short Term,1080,372,279.0,False
906,22300,Short Term,1120,0,243.0,False
166,23100,Short Term,620,0,427.0,False
730,19600,Short Term,1050,559,270.0,False
74,20900,Short Term,660,778,259.0,False
303,21500,Short Term,1210,0,439.0,False
164,18300,Short Term,1000,0,398.0,False
205,17100,Long Term,1240,467,226.0,False
258,16500,Short Term,530,0,273.0,False
593,19900,Long Term,920,0,398.0,False
732,19100,Long Term,850,203,220.0,False
676,18300,Short Term,530,0,295.0,False
239,17600,Short Term,710,155,108.0,False
295,16600,Short Term,1130,0,316.0,False
347,19900,Long Term,1380,0,472.0,False
187,23300,Long Term,1070,523,437.0,False
508,18200,Short Term,1500,0,316.0,False
62,22800,Short Term,850,0,468.0,False
649,22800,Long Term,1640,0,432.0,False
573,18900,Short Term,830,1520,84.0,True
858,16700,Short Term,610,0,201.0,False
420,23300,Short Term,790,1021,266.0,False
870,22500,Short Term,900,769,278.0,False
648,23100,Short Term,760,431,307.0,False
872,18100,Long Term,1300,588,231.0,False
625,19500,Short Term,1390,0,414.0,False
827,20600,Short Term,540,725,303.0,False
343,22200,Short Term,640,0,513.0,False
728,22100,Short Term,1080,96,379.0,False
50,20600,Short Term,1230,732,212.0,False
434,22400,Short Term,1200,0,277.0,False
701,18600,Short Term,770,0,272.0,False
836,17100,Short Term,1170,415,191.0,False
819,21100,Short Term,1000,157,443.0,False
225,17400,Short Term,790,304,319.0,False
539,21600,Long Term,1180,738,,False
934,17400,Short Term,1130,1451,56.0,True
754,23300,Long Term,1270,759,399.0,False
97,18000,Long Term,620,0,271.0,False
124,19700,Short Term,620,0,321.0,False
844,21600,Short Term,940,0,546.0,True
646,18200,Long Term,940,0,292.0,False
697,24700,Short Term,1120,656,366.0,False
265,21900,Short Term,750,0,335.0,False
394,21900,Short Term,1080,0,483.0,False
975,21200,Short Term,640,1060,275.0,True
604,17300,Long Term,920,1410,87.0,True
318,16300,Short Term,570,0,357.0,False
976,17800,Long Term,1210,0,206.0,False
110,23600,Short Term,1130,1660,164.0,False
726,20900,Short Term,1130,0,407.0,False
353,18900,Short Term,1200,0,301.0,False
918,19200,Short Term,760,826,180.0,False
384,18500,Short Term,940,1064,129.0,False
714,20000,Short Term,1050,0,,False
757,16400,Short Term,1030,916,78.0,False
651,21200,Short Term,920,458,268.0,False
574,19400,Short Term,1520,0,414.0,False
364,20800,Short Term,1030,115,,False
607,25300,Short Term,1060,0,235.0,False
576,21300,Short Term,540,0,443.0,False
331,24400,Short Term,900,0,458.0,False
982,17200,Short Term,750,0,202.0,False
877,20900,Short Term,1050,0,341.0,False
993,17000,Short Term,760,1105,129.0,False
974,20600,Long Term,750,0,434.0,False
450,19400,Short Term,870,1093,104.0,False
60,20000,Short Term,1230,518,131.0,False
139,20100,Short Term,1360,1250,140.0,False
690,14300,Short Term,1190,87,63.0,False
33,16700,Short Term,860,186,423.0,False
189,23000,Short Term,890,1659,199.0,True
850,20800,Short Term,1220,0,372.0,False
644,20400,Long Term,1220,0,538.0,False
715,19300,Short Term,1260,686,240.0,False
540,20400,Short Term,1010,1184,286.0,False
507,19500,Short Term,1290,0,201.0,False
368,17400,Short Term,1090,957,167.0,False
674,18100,Short Term,1070,0,214.0,False
663,19200,Short Term,1110,716,234.0,False
224,21800,Short Term,730,345,,False
811,19300,Short Term,990,456,378.0,False
591,19300,Short Term,630,847,115.0,False
795,19100,Short Term,1290,0,162.0,False
69,14600,Short Term,1470,1345,97.0,True
429,17300,Short Term,1080,0,,False
824,21700,Long Term,900,0,180.0,False
992,17500,Short Term,640,418,303.0,True
119,22300,Short Term,880,0,376.0,False
257,22800,Short Term,830,0,411.0,False
883,18900,Long Term,1120,790,218.0,False
228,22400,Short Term,720,524,320.0,False
285,22800,Short Term,1640,1944,121.0,True
966,17900,Long Term,1190,0,291.0,False
660,20600,Short Term,550,0,344.0,False
860,23800,Short Term,1050,1057,107.0,True
781,18200,Short Term,880,0,134.0,False
912,20400,Long Term,1160,0,272.0,True
437,20800,Long Term,1010,594,350.0,False
724,24200,Long Term,1130,1571,220.0,False
406,24600,Short Term,1300,0,303.0,False
234,20800,Short Term,780,1,243.0,False
924,18800,Short Term,930,0,238.0,False
109,21900,Long Term,1360,0,490.0,False
628,20500,Short Term,940,0,340.0,False
304,21600,Short Term,900,147,323.0,False
403,25700,Long Term,1110,964,330.0,False
190,17700,Long Term,1180,0,351.0,False
504,19100,Short Term,1480,532,259.0,False
476,22900,Short Term,1290,789,305.0,False
896,20700,Short Term,860,461,237.0,False
610,22900,Short Term,1410,0,485.0,False
202,20400,Long Term,1230,308,238.0,False
930,17700,Short Term,710,0,187.0,False
882,17200,Short Term,1160,0,274.0,False
747,20200,Short Term,1430,18,321.0,False
346,13800,Short Term,1040,0,180.0,False
1,22900,Short Term,1280,0,450.0,False
764,17300,Short Term,720,0,193.0,False
612,25000,Short Term,1100,1570,201.0,False
376,21900,Short Term,790,0,476.0,False
894,21000,Short Term,530,0,384.0,True
105,19600,Short Term,640,0,295.0,False
645,19300,Short Term,1420,0,312.0,False
520,22200,Short Term,940,53,502.0,False
956,16700,Short Term,1230,0,207.0,False
994,21300,Long Term,1020,2156,83.0,True
261,23400,Long Term,980,1455,249.0,False
666,20800,Short Term,960,0,261.0,False
405,20000,Short Term,740,0,244.0,False
486,20000,Short Term,910,1221,265.0,False
557,22700,Long Term,1130,0,279.0,False
642,20400,Short Term,950,0,268.0,False
98,23800,Short Term,1610,0,241.0,False
392,19300,Short Term,1270,1210,240.0,False
759,20900,Short Term,950,0,230.0,False
731,17000,Short Term,1060,696,125.0,False
81,19100,Short Term,1410,0,348.0,False
534,23000,Short Term,1110,0,478.0,False
475,21500,Short Term,1080,0,296.0,False
913,21100,Long Term,610,0,196.0,True
631,13700,Short Term,1130,381,179.0,False
665,15100,Short Term,390,617,152.0,False
879,18900,Long Term,870,0,253.0,False
988,19700,Short Term,890,0,342.0,False
2,20400,Short Term,970,905,183.0,False
473,21000,Short Term,1140,1781,169.0,True
527,17400,Short Term,1040,853,127.0,False
93,17600,Long Term,850,1780,44.0,True
337,23400,Short Term,1270,70,271.0,False
973,20700,Short Term,1650,0,533.0,False
106,20600,Long Term,880,1556,175.0,True
474,18300,Short Term,830,0,285.0,False
352,20700,Long Term,780,0,431.0,False
694,18600,Short Term,890,1096,132.0,False
916,21400,Short Term,1150,0,162.0,False
366,21700,Short Term,800,0,324.0,False
866,19400,Short Term,910,0,307.0,False
262,16700,Short Term,690,0,122.0,False
856,20800,Short Term,1150,0,345.0,False
494,23400,Short Term,1050,0,115.0,True
737,21700,Short Term,620,965,186.0,False
479,21000,Long Term,1310,0,462.0,False
426,14400,Short Term,1150,279,309.0,False
941,19900,Short Term,1100,0,236.0,False
892,20300,Short Term,940,0,133.0,False
108,22000,Short Term,930,0,248.0,False
914,18600,Short Term,1280,0,394.0,False
654,21000,Short Term,1450,780,161.0,False
720,19000,Long Term,680,0,282.0,False
338,23600,Short Term,1390,1652,174.0,False
211,19900,Short Term,490,332,378.0,False
351,18900,Short Term,830,0,161.0,False
84,17300,Short Term,1090,271,302.0,False
481,21600,Short Term,870,0,368.0,False
112,22900,Long Term,1190,14,267.0,False
319,22200,Short Term,1460,0,156.0,False
17,21900,Short Term,1090,982,283.0,False
408,18000,Short Term,1400,78,159.0,False
468,21500,Short Term,640,3470,0.0,True
218,24300,Long Term,1280,0,,False
126,20500,Short Term,1230,493,349.0,False
77,20600,Short Term,830,0,273.0,False
423,18700,Short Term,1190,0,474.0,False
700,17300,Short Term,1020,0,401.0,False
35,23900,Short Term,860,168,409.0,False
901,18700,Short Term,910,496,201.0,False
252,17000,Short Term,360,1537,49.0,True
678,21200,Short Term,360,575,250.0,False
495,20200,Short Term,1130,1434,71.0,True
817,19900,Short Term,1110,2193,75.0,True
895,24000,Short Term,720,223,459.0,False
863,21900,Long Term,1330,1515,72.0,False
897,19200,Short Term,710,0,204.0,False
867,20100,Short Term,1050,0,353.0,False
874,16100,Long Term,1070,76,218.0,False
467,21300,Short Term,1070,0,191.0,False
689,45000,Long Term,1450,0,1000.0,False
619,44800,Long Term,910,929,764.0,False
89,47900,Long Term,1040,218,829.0,False
185,35500,Long Term,1240,0,818.0,False
203,40300,Short Term,1380,1753,595.0,False
129,44400,Short Term,1270,738,1000.0,False
490,42300,Short Term,500,2784,400.0,False
592,41900,Short Term,720,1225,834.0,False
215,37900,Short Term,1530,0,595.0,False
522,44200,Short Term,1190,65,838.0,True
869,45500,Long Term,890,0,766.0,False
745,43200,Long Term,1250,1352,524.0,False
47,40400,Short Term,1040,436,727.0,False
10,41800,Short Term,1390,4296,157.0,True
388,29400,Short Term,1460,0,603.0,False
171,32800,Short Term,1160,0,885.0,False
582,51000,Short Term,1210,0,858.0,False
743,34900,Short Term,1120,1557,524.0,False
362,33800,Long Term,1140,22,437.0,False
248,38300,Long Term,1410,0,879.0,False
161,43500,Short Term,1330,1440,398.0,False
828,35700,Long Term,1570,0,609.0,True
266,36200,Short Term,1650,685,528.0,False
499,44100,Long Term,1490,0,883.0,False
638,44000,Long Term,1320,632,556.0,False
206,39100,Long Term,1410,0,734.0,False
430,38700,Long Term,1420,551,636.0,True
156,33800,Long Term,1590,0,672.0,False
696,40000,Short Term,1570,923,736.0,False
275,37900,Short Term,1810,0,573.0,False
554,36700,Long Term,1700,2882,352.0,True
138,37800,Long Term,1070,0,741.0,False
771,35500,Long Term,1820,0,698.0,False
68,45700,Short Term,1110,0,886.0,False
902,32800,Long Term,780,0,378.0,False
748,44300,Long Term,1300,0,,False
887,37400,Long Term,530,0,524.0,False
641,48400,Short Term,1620,579,732.0,False
558,33000,Short Term,1710,0,648.0,False
34,33700,Short Term,1240,980,758.0,False
548,35000,Short Term,1720,0,482.0,False
513,32800,Long Term,970,0,460.0,False
415,50700,Long Term,1790,1499,1000.0,False
776,43600,Short Term,760,983,812.0,False
722,39600,Short Term,910,1052,525.0,False
409,42600,Short Term,1210,0,788.0,False
482,39200,Long Term,1270,0,897.0,False
387,38000,Short Term,1480,0,850.0,False
20,32200,Long Term,1090,0,754.0,False
113,33900,Short Term,1010,1404,456.0,False
207,34800,Long Term,1300,1209,560.0,False
959,35200,Short Term,1560,1165,476.0,False
923,36500,Short Term,1700,1534,561.0,False
278,41600,Short Term,1400,0,618.0,False
632,40200,Short Term,1250,1008,158.0,False
12,39000,Short Term,1390,0,1000.0,False
128,47100,Short Term,970,1459,847.0,False
310,41400,Short Term,1210,0,628.0,False
503,42400,Long Term,1290,1459,544.0,False
735,37100,Long Term,1030,0,661.0,False
712,44900,Short Term,1190,419,761.0,False
903,37900,Short Term,1290,540,934.0,False
92,48000,Short Term,1240,0,722.0,False
199,44200,Short Term,920,0,,False
176,46600,Long Term,1300,136,847.0,False
553,33000,Short Term,1090,23,682.0,False
95,35100,Short Term,1430,449,602.0,False
94,34200,Short Term,1190,2759,302.0,True
736,44700,Long Term,1150,253,954.0,False
111,29500,Short Term,920,0,675.0,False
662,48100,Long Term,1320,0,577.0,False
201,38600,Long Term,1350,1010,703.0,False
531,45500,Long Term,1780,0,792.0,False
290,41700,Long Term,1100,3829,254.0,True
950,37900,Long Term,1350,0,904.0,False
436,42900,Short Term,1410,0,652.0,False
584,32700,Short Term,1120,0,619.0,False
40,37900,Short Term,1570,0,988.0,False
922,42100,Short Term,1290,270,731.0,False
785,43600,Long Term,1120,1461,1000.0,False
596,45300,Long Term,1430,422,646.0,False
22,41900,Long Term,1720,1884,372.0,False
977,42500,Short Term,1020,0,811.0,False
135,34600,Short Term,1160,0,846.0,True
150,43000,Short Term,1060,276,674.0,False
8,46500,Short Term,1140,1554,634.0,False
18,43400,Long Term,1740,610,742.0,False
323,28600,Long Term,860,0,466.0,False
946,38000,Short Term,1000,0,774.0,False
886,41400,Short Term,1140,0,,False
142,38100,Long Term,1230,790,560.0,True
191,41100,Short Term,1540,784,732.0,False
260,34600,Long Term,990,2218,410.0,False
448,45900,Long Term,1750,0,666.0,False
768,37600,Long Term,1150,3073,254.0,True
853,37200,Long Term,1780,0,780.0,False
862,38000,Short Term,1760,204,889.0,False
382,39200,Short Term,1020,29,654.0,False
178,43500,Short Term,1160,0,931.0,False
816,41300,Short Term,1720,1022,867.0,False
280,29000,Short Term,1450,0,497.0,False
117,49200,Short Term,1140,1758,392.0,False
454,35900,Long Term,1780,529,886.0,False
143,47800,Long Term,1120,0,894.0,False
859,34000,Short Term,1460,2317,337.0,True
223,44500,Short Term,740,0,972.0,False
571,45500,Long Term,690,0,796.0,False
321,42900,Short Term,1030,0,988.0,False
306,39700,Short Term,1410,4027,249.0,True
812,37100,Long Term,1210,325,550.0,False
182,43700,Short Term,1020,17,849.0,False
594,30800,Long Term,1790,0,446.0,False
70,46700,Long Term,890,0,580.0,False
30,33900,Short Term,1540,2222,503.0,False
686,44200,Long Term,1630,752,596.0,False
971,35300,Short Term,790,1479,,False
312,43000,Long Term,1420,0,1000.0,False
336,39400,Short Term,960,1471,641.0,False
31,41300,Long Term,1080,0,831.0,False
565,41400,Short Term,1330,0,883.0,False
293,41500,Long Term,1170,332,683.0,True
159,42000,Long Term,1510,0,875.0,False
568,39500,Short Term,1210,778,826.0,False
75,41900,Short Term,1410,1330,822.0,False
37,35700,Short Term,1120,650,624.0,False
78,45800,Long Term,1100,733,707.0,False
852,37300,Short Term,1280,1698,578.0,False
79,34700,Short Term,1710,0,288.0,False
541,32100,Short Term,1560,1448,296.0,False
4,42400,Long Term,1400,347,642.0,False
837,41800,Short Term,1400,0,771.0,False
970,40200,Long Term,1040,0,,False
788,42700,Short Term,1130,0,642.0,False
807,42600,Long Term,1330,219,686.0,False
779,36700,Short Term,1260,0,524.0,False
412,41300,Short Term,1280,0,787.0,False
241,35300,Long Term,770,0,873.0,False
1000,36700,Short Term,900,2235,413.0,False
174,33700,Short Term,910,424,551.0,False
56,37400,Short Term,1060,0,527.0,False
393,37200,Long Term,1620,0,952.0,True
458,29900,Short Term,1640,0,367.0,False
683,38200,Short Term,1610,0,,False
204,37500,Long Term,1660,733,528.0,False
227,39100,Short Term,1250,1010,292.0,False
267,33700,Short Term,930,989,747.0,False
57,34700,Short Term,970,220,524.0,False
395,42700,Short Term,1590,1621,687.0,False
38,35900,Long Term,1220,0,604.0,False
23,34500,Short Term,1060,0,743.0,False
101,55600,Long Term,1560,0,1000.0,False
28,38900,Short Term,1220,2554,392.0,False
253,39300,Long Term,1030,0,764.0,False
949,47000,Short Term,1370,1197,640.0,False
238,47500,Short Term,1430,2730,495.0,False
552,49400,Short Term,760,1104,902.0,False
904,32600,Short Term,860,1540,486.0,False
488,46300,Short Term,880,0,869.0,False
595,36000,Long Term,1510,0,290.0,False
58,44900,Short Term,1180,0,579.0,False
915,38400,Short Term,1650,30,921.0,False
277,28400,Long Term,1240,0,824.0,False
784,42100,Long Term,910,0,546.0,False
334,40400,Short Term,920,1323,392.0,False
783,35400,Short Term,1420,0,813.0,False
42,33300,Short Term,700,0,361.0,False
263,33500,Short Term,1630,893,633.0,False
131,42200,Short Term,1640,0,795.0,False
87,41300,Short Term,980,460,662.0,False
710,43400,Short Term,1170,1648,480.0,False
873,28700,Short Term,1020,0,733.0,False
309,23100,Long Term,1210,500,387.0,False
289,50600,Short Term,1540,0,463.0,False
